keys,ko,en
저 녀석들 보라타운 쪽에서 불 끄는 걸 돕는다던데. 꼬부기 소방대라나.,저 녀석들 보라타운 쪽에서 불 끄는 걸 돕는다던데. 꼬부기 소방대라나.,"I hear they help put out fires over by Lavender Town. The Squirtle Squad, or something."
퇴근길에 달맞이산 쪽을 올려다봤다. 목도리를 두른 삐삐는 할머니 집까지 갈 수 있을까.,퇴근길에 달맞이산 쪽을 올려다봤다. 목도리를 두른 삐삐는 할머니 집까지 갈 수 있을까.,"On the way home, I looked up toward Mt. Moon. I wonder if the Clefairy in the scarf can make it back to that old lady's house."
1주차 수요일,1주차 수요일,Week 1 · Wednesday
감사관 아폴로가 와 있다. 오늘은 풀어주면 의심도가 두 배로 오른다.,감사관 아폴로가 와 있다. 오늘은 풀어주면 의심도가 두 배로 오른다.,Auditor Archer is here. Releasing today doubles your Suspicion gain.
[감사 안내] 본사 감사관 아폴로 방문. 뒷문 출입 기록을 확인한다.,[감사 안내] 본사 감사관 아폴로 방문. 뒷문 출입 기록을 확인한다.,[Audit Notice] HQ auditor Archer is visiting. Back door records will be checked.
비닐 증명서가 딸려 있다. '금빛 잉어킹. 언젠가 반드시 갸라도스가 됩니다. 판매가 500원.',비닐 증명서가 딸려 있다. '금빛 잉어킹. 언젠가 반드시 갸라도스가 됩니다. 판매가 500원.',"Comes with a laminated certificate: ""Golden Magikarp. Guaranteed to become a Gyarados someday. Price: 500 won."""
"[상록일보] 분노의 호수 낚시꾼들 ""요즘 유난히 번쩍이는 잉어킹이 있다.""","[상록일보] 분노의 호수 낚시꾼들 ""요즘 유난히 번쩍이는 잉어킹이 있다.""","[Viridian Daily] Lake of Rage anglers: ""There's been an unusually shiny Magikarp around lately."""
탕구리,탕구리,Cubone
보라타운 외곽에서 혼자 울고 있던 것을 데려왔다.,보라타운 외곽에서 혼자 울고 있던 것을 데려왔다.,Found crying alone on the outskirts of Lavender Town.
뼈로 된 투구를 쓰고 있다. 벗기려고 하면 몹시 날뛴다.,뼈로 된 투구를 쓰고 있다. 벗기려고 하면 몹시 날뛴다.,Wears a helmet made of bone. Goes wild if you try to take it off.
"[상록일보] 브리더 협회, 회원 집에서 사라진 식스테일을 찾는다며 사례금을 걸어.","[상록일보] 브리더 협회, 회원 집에서 사라진 식스테일을 찾는다며 사례금을 걸어.",[Viridian Daily] Breeders' Association offers a reward for a Vulpix missing from a member's home.
어느 브리더의 집 마당에서 데려왔다.,어느 브리더의 집 마당에서 데려왔다.,Taken from a breeder's front yard.
브리더 협회 인증 목걸이를 차고 있다. 뒷면에 주인 연락처가 새겨져 있다.,브리더 협회 인증 목걸이를 차고 있다. 뒷면에 주인 연락처가 새겨져 있다.,Wears a Breeders' Association certified collar. The owner's contact info is engraved on the back.
아픈 건 아니다. 원래 그런 녀석이다. 갈 데가 있어 보이지도 않는다.,아픈 건 아니다. 원래 그런 녀석이다. 갈 데가 있어 보이지도 않는다.,"It's not sick. It's just like that. Doesn't look like it has anywhere to go, either."
계속 자고 있다. 그런데 상자를 열 때마다 안에서 자리가 조금씩 바뀌어 있다.,계속 자고 있다. 그런데 상자를 열 때마다 안에서 자리가 조금씩 바뀌어 있다.,"It keeps sleeping. But every time I open the crate, it's shifted a little."
1주차 수요일 · 감사,1주차 수요일 · 감사,Week 1 · Wednesday · Audit
오늘은 본사에서 감사관이 와. 아폴로 간부님이야.,오늘은 본사에서 감사관이 와. 아폴로 간부님이야.,An auditor's coming from HQ today. Executive Archer.
그분 있는 동안에는 뒷문 근처에 얼씬도 하지 마. 뒤통수에도 눈이 달린 사람이야.,그분 있는 동안에는 뒷문 근처에 얼씬도 하지 마. 뒤통수에도 눈이 달린 사람이야.,"While he's here, don't go anywhere near the back door. That man has eyes in the back of his head."
"네가 신입인가. 로사와 로이 밑으로 들어왔다니, 운이 없군.","네가 신입인가. 로사와 로이 밑으로 들어왔다니, 운이 없군.",So you're the new hire. Stuck under Jessie and James? Unlucky.
이 창고는 실적이 늘 바닥이다. 상자가 자꾸 비어서 올라오거든. 오늘은 내가 직접 지켜보겠다.,이 창고는 실적이 늘 바닥이다. 상자가 자꾸 비어서 올라오거든. 오늘은 내가 직접 지켜보겠다.,"This warehouse's numbers are always rock-bottom. Too many crates arrive empty. Today, I'll be watching personally."
"그리고 오늘부터 무지개시티 창고에서 한 명이 옮겨 온다. 세나, 인사해.","그리고 오늘부터 무지개시티 창고에서 한 명이 옮겨 온다. 세나, 인사해.","Also, someone's transferring in from the Celadon City warehouse today. Sena, introduce yourself."
세나야. 너랑 같은 달에 들어왔어. 무지개시티 창고에서는 석 달 연속 실적 1등이었고.,세나야. 너랑 같은 달에 들어왔어. 무지개시티 창고에서는 석 달 연속 실적 1등이었고.,I'm Sena. I started the same month as you. Top numbers at the Celadon warehouse three months running.
나는 간부가 돼야 해. 본사가 간부가 되면 우리 아빠 빚을 대신 갚아 준다고 약속했거든. 그러니까 발목 잡지 마.,나는 간부가 돼야 해. 본사가 간부가 되면 우리 아빠 빚을 대신 갚아 준다고 약속했거든. 그러니까 발목 잡지 마.,"I have to make Executive. HQ promised that if I do, they'll pay off my dad's debt. So don't slow me down."
그리고 요즘 경찰이 이 근처를 캐묻고 다닌다. 누가 경찰견을 건드린 모양이더군.,그리고 요즘 경찰이 이 근처를 캐묻고 다닌다. 누가 경찰견을 건드린 모양이더군.,And the police have been sniffing around here lately. Seems someone messed with a police dog.
"퇴근 직전, 뒷문 쪽에서 부스럭거리는 소리가 들렸다.","퇴근 직전, 뒷문 쪽에서 부스럭거리는 소리가 들렸다.","Right before clocking out, I heard rustling by the back door."
가 보니 로이가 자기 몫의 상자에서 꺼낸 발챙이를 연못 쪽으로 내보내고 있었다.,가 보니 로이가 자기 몫의 상자에서 꺼낸 발챙이를 연못 쪽으로 내보내고 있었다.,I went to look. James was letting a Poliwag from his own crates out toward the pond.
…봤구나.,…봤구나.,…So you saw.
이 창고 실적이 왜 늘 바닥인지 이제 알겠지. 로사도 나도 매일 몇 마리씩 이렇게 내보내.,이 창고 실적이 왜 늘 바닥인지 이제 알겠지. 로사도 나도 매일 몇 마리씩 이렇게 내보내.,Now you know why this warehouse's numbers are always bad. Jessie and I let a few go like this every day.
"아폴로 간부님한테 말해도 돼. 그럼 너는 제보 수당을 받고, 나는 아마 다른 창고로 쫓겨나겠지. 네가 정해.","아폴로 간부님한테 말해도 돼. 그럼 너는 제보 수당을 받고, 나는 아마 다른 창고로 쫓겨나겠지. 네가 정해.","You can tell Executive Archer. You'd get an informant bonus, and I'd probably get shipped off to another warehouse. Your call."
"아폴로에게 알린다 (제보 수당 2,000원)","아폴로에게 알린다 (제보 수당 2,000원)","Tell Archer (2,000 won informant bonus)"
…고마워. 내일 저녁은 내가 살게.,…고마워. 내일 저녁은 내가 살게.,…Thanks. Dinner's on me tomorrow.
"로이가? 역시 그랬군. 수고했다, 신입. 제보 수당은 오늘 일당에 얹어 주지.","로이가? 역시 그랬군. 수고했다, 신입. 제보 수당은 오늘 일당에 얹어 주지.","James, was it? I knew it. Good work, rookie. I'll add the informant bonus to today's pay."
로이는 그날 밤 짐을 싸서 무지개시티 창고로 옮겨 갔다. 로사는 퇴근할 때까지 나에게 한마디도 하지 않았다.,로이는 그날 밤 짐을 싸서 무지개시티 창고로 옮겨 갔다. 로사는 퇴근할 때까지 나에게 한마디도 하지 않았다.,"That night, James packed up and moved to the Celadon warehouse. Jessie didn't say a word to me until closing."
잘했어. 이런 데서는 먼저 말하는 사람이 사는 거야.,잘했어. 이런 데서는 먼저 말하는 사람이 사는 거야.,"Smart. In a place like this, whoever talks first survives."
"그리고 신입, 뒷문 밖 풀밭에 발자국이 너무 많다. 벌금 3,000원이다. 다음번엔 벌금으로 끝나지 않아.","그리고 신입, 뒷문 밖 풀밭에 발자국이 너무 많다. 벌금 3,000원이다. 다음번엔 벌금으로 끝나지 않아.","And rookie, there are too many footprints in the meadow out back. That's a 3,000 won fine. Next time, it won't end with a fine."
흠. 오늘은 상자 수가 맞는군. 계속 이렇게 해라.,흠. 오늘은 상자 수가 맞는군. 계속 이렇게 해라.,Hmph. The crate count adds up today. Keep it that way.
1주차 목요일,1주차 목요일,Week 1 · Thursday
"본사 특별 지시: 오박사 연구소에서 온 포켓몬은 한 마리당 수당 2,000원 추가.","본사 특별 지시: 오박사 연구소에서 온 포켓몬은 한 마리당 수당 2,000원 추가.","HQ Special Order: +2,000 won bonus per Pokémon from Professor Oak's Lab."
"[특별 지시] 연구소 관리 번호가 붙은 개체는 특별 수당 2,000원.","[특별 지시] 연구소 관리 번호가 붙은 개체는 특별 수당 2,000원.","[Special Order] Specimens with a Lab ID number earn a 2,000 won special bonus."
니드런♀,니드런♀,Nidoran♀
22번 도로. 두 마리가 같이 잡혔다.,22번 도로. 두 마리가 같이 잡혔다.,Route 22. These two were caught together.
옆 상자 쪽을 보며 계속 운다.,옆 상자 쪽을 보며 계속 운다.,"It keeps crying, looking toward the next crate."
니드런♂,니드런♂,Nidoran♂
이상해씨,이상해씨,Bulbasaur
태초마을 오박사 연구소 뒷마당에서 데려왔다.,태초마을 오박사 연구소 뒷마당에서 데려왔다.,Taken from the backyard of Professor Oak's Lab in Pallet Town.
등에 '오박사 연구소 관리 번호 001' 스티커가 붙어 있다.,등에 '오박사 연구소 관리 번호 001' 스티커가 붙어 있다.,"There's a sticker on its back: ""Oak Lab ID No. 001."""
"상자에 적힌 주소를 보고 손이 멈췄다. 태초마을, 오박사 연구소.","상자에 적힌 주소를 보고 손이 멈췄다. 태초마을, 오박사 연구소.","My hands stopped when I saw the address on the crate. Pallet Town, Professor Oak's Lab."
올봄 연구소에 남아 있던 한 마리. 서류에 도장만 받아 오면 내 것이 될 뻔했던 바로 그 녀석이었다.,올봄 연구소에 남아 있던 한 마리. 서류에 도장만 받아 오면 내 것이 될 뻔했던 바로 그 녀석이었다.,The one left at the lab this spring. The very one that would've been mine if I'd just gotten that form stamped.
…이상하게도 이번엔 이 녀석을 어떻게 해야 할지 알 것 같았다.,…이상하게도 이번엔 이 녀석을 어떻게 해야 할지 알 것 같았다.,"…Strangely, this time I felt like I knew what to do with it."
갈색시티 우물가에서 데려왔다. 잡혀 온 줄도 모르는 눈치다.,갈색시티 우물가에서 데려왔다. 잡혀 온 줄도 모르는 눈치다.,Taken from a well in Vermilion City. Doesn't seem to realize it's been caught.
무지개시티 골목의 떠돌이.,무지개시티 골목의 떠돌이.,A stray from the back alleys of Celadon City.
아침에 선배네 나옹이 이 상자 앞에 한참 서 있다가 갔다.,아침에 선배네 나옹이 이 상자 앞에 한참 서 있다가 갔다.,"This morning, Meowth stood in front of this crate for a long while before leaving."
1주차 목요일 · 특별 수당,1주차 목요일 · 특별 수당,Week 1 · Thursday · Special Bonus
신문 봤어? 상록숲에서 어떤 애가 사흘째 캐터피를 찾아다닌대. 이름이 초록이라나.,신문 봤어? 상록숲에서 어떤 애가 사흘째 캐터피를 찾아다닌대. 이름이 초록이라나.,Did you see the paper? Some kid's been searching Viridian Forest for a Caterpie for three days. Named it Greenie.
…어디서 들어 본 이름 같지 않아?,…어디서 들어 본 이름 같지 않아?,…Doesn't that name ring a bell?
신문 봤어? 상록숲에서 잃어버린 캐터피가 혼자 집에 돌아왔대. 주인 애가 좋아서 엉엉 울었다더라.,신문 봤어? 상록숲에서 잃어버린 캐터피가 혼자 집에 돌아왔대. 주인 애가 좋아서 엉엉 울었다더라.,Did you see the paper? A lost Caterpie made it home from Viridian Forest all by itself. The kid who owns it cried buckets.
희한한 일도 다 있지. …너 왜 웃어?,희한한 일도 다 있지. …너 왜 웃어?,"Weird stuff happens, huh. …Why are you smiling?"
"그리고 본사 특별 지시야. 태초마을 오박사 연구소에서 온 포켓몬은 한 마리당 수당을 2,000원 더 준대.","그리고 본사 특별 지시야. 태초마을 오박사 연구소에서 온 포켓몬은 한 마리당 수당을 2,000원 더 준대.","Also, a special order from HQ. Every Pokémon from Professor Oak's Lab in Pallet Town earns an extra 2,000 won."
연구소 포켓몬이면 새내기 트레이너들이 처음 받을 녀석들이잖아. …본사도 참 치사하다.,연구소 포켓몬이면 새내기 트레이너들이 처음 받을 녀석들이잖아. …본사도 참 치사하다.,Lab Pokémon are the ones new trainers get as their first partner. …HQ is really low.
"2,000원이면 참치캔이 열 개다옹. 생각만 해도 침이 고인다옹.","2,000원이면 참치캔이 열 개다옹. 생각만 해도 침이 고인다옹.","2,000 won is ten cans of tuna, meow. My mouth's watering just thinking about it!"
